ZCTA5,LANDSQMT,POPULATION
5038,102661608,1230
5039,114225399,1110
5040,27529209,471
5041,15233971,354
5042,61643510,605
5043,21188841,937
5045,133895973,1758
5046,154846304,1139
5048,71288603,2429
5050,1118799,146
5051,124386223,1549
5052,6718383,348
5053,22614226,332
5055,106303595,3363
5056,110894448,567
5058,10624841,346
5059,13695356,874
5060,179970527,4415
5061,67027651,1679
5062,110481570,702
5065,83375669,1064
5067,42601406,258
5068,133301036,3125
5069,31106162,555
5070,35445156,484
5071,49993625,324
5072,67841260,526
5075,66407506,1113
5076,74677961,412
5077,109418659,1215
5079,94503797,730
5081,24094582,550
5083,1865523,151
5084,6144723,140
5086,63359508,793
5089,106311086,4979
5091,173715267,3288
5101,89069403,4643
5141,2564606,112
5142,69698388,680
5143,245690001,4343
5146,114587038,750
5148,69779396,1140
5149,114079846,2092
5150,6194900,831
5151,72012508,1553
5152,105467078,448
5153,32540197,687
5154,6863497,661
5155,107538268,828
5156,156333531,9226
5158,29566089,1049
5161,89440904,552
5201,241102399,14851
5250,237184139,3408
5251,90411653,1350
5252,100844368,274
5253,34000321,685
5254,5213000,273
5255,102090167,4121
5257,32887455,2718
5260,24920356,459
5261,83109526,2738
5262,197253776,2547
5301,388097031,16820
5340,112748594,763
5341,34027325,407
5342,39459873,581
5343,116791431,917
5345,129887454,2119
5346,177969161,5184
5350,94088470,763
5352,102312123,824
5353,95176769,1072
5354,50375952,2210
5355,70979303,813
5356,57256311,717
5358,32445516,148
5359,76600700,594
5360,125995126,251
5361,78687821,947
5362,6872692,127
5363,166272330,2021
5401,15341366,28185
5403,42477974,17593
5404,3697712,7240
5405,602184,4406
5408,10930278,10114
5439,458147,1734
5440,75473054,1998
5441,82423250,958
5442,82799135,339
5443,293742478,6656
5444,52426130,1714
5445,106859626,3754
5446,94936779,15373
5447,790257,79
5448,105085952,1134
5450,307850027,4977
5452,107559004,19710
5454,122742033,4447
5455,86295058,1080
5456,62050717,1277
5457,99545684,1617
5458,42417581,2044
5459,66399633,2156
5461,106596690,4542
5462,98267202,1938
5463,20421034,471
5464,167851782,3008
5465,112764341,5355
5468,165434063,12942
5471,133793753,896
5472,102067642,1643
5473,48948666,1413
5474,34846755,803
5476,165163747,3183
5477,120206296,4397
5478,156621128,14449
5481,972298,0
5482,63443661,7198
5483,52704287,1303
5485,476408,93
5486,38682119,1654
5487,116546973,1498
5488,167273145,7690
5489,137270165,3174
5491,223217171,5909
5492,42647742,682
5494,88606529,1767
5495,86689453,9341
5602,210287146,11916
5640,9628237,161
5641,140073023,17169
5647,76230027,1141
5648,23100708,423
5649,40440628,574
5650,60980569,1123
5651,44496815,1546
5652,81138885,776
5653,82811407,547
5654,7464479,970
5655,87894850,2868
5656,120920167,3508
5657,363568,56
5658,97260005,1402
5660,102910453,1660
5661,171151061,5620
5663,141990167,6773
5664,43125,80
5667,117134422,2166
5669,109852084,634
5672,188029710,4314
5673,142010045,2574
5674,103409221,1705
5675,102947135,1064
5676,262963370,4984
5677,39857149,2232
5678,1831705,163
5679,102935788,3296
5680,171990350,2168
5681,66106347,458
5682,119607040,1251
5701,150827254,20802
5730,35911950,302
5732,25461747,708
5733,295939588,5895
5734,114233931,1306
5735,110986031,4402
5736,15512592,684
5737,166225438,875
5738,129702295,1072
5739,141638614,1407
5740,72134,25
5742,66695489,597
5743,256031317,4330
5744,57617410,533
5747,131031229,280
5748,98481990,323
5751,120651071,811
5753,219488982,10491
5757,63406134,832
5758,78064490,784
5759,46632446,1827
5760,101458624,1123
5761,98392373,1000
5762,51775536,542
5763,74482692,2747
5764,111862666,3452
5765,20466061,1803
5766,118297320,572
5767,147783985,1143
5769,79408330,1216
5770,107000816,1136
5772,117891227,713
5773,183022821,2136
5774,57728711,1129
5775,32763435,623
5776,115429345,714
5777,124919107,3420
5778,64436792,733
5819,235484662,9444
5820,62188349,662
5821,90142483,1269
5822,100207825,1873
5824,134108115,1139
5825,6586438,191
5826,81059665,983
5827,38146793,309
5828,139057565,1928
5829,65946490,2003
5830,81183397,1502
5832,76002046,982
5833,37418358,273
5836,73952556,1068
5837,119051448,353
5839,62693329,775
5841,74238222,425
5842,47229613,522
5843,93636031,2556
5845,108321547,1096
5846,144093051,1252
5847,145028364,879
5850,1049164,231
5851,206592268,6528
5853,77633277,711
5855,143800786,7170
5857,106880189,1540
5858,202398883,368
5859,144069604,1819
5860,195950882,2557
5862,71202268,356
5866,84455941,732
5867,93299585,899
5868,36339228,364
5871,122242413,1638
5872,62474671,789
5873,76621505,675
5874,94844144,505
5875,43472091,454
5901,92780261,20
5902,2741543,188
5903,172662646,868
5904,1479506,267
5905,488514596,827
5906,124684622,1178
5907,285309325,177
6001,60750357,18385
6002,67502002,20486
6010,68381017,60448
6013,77047287,9326
6016,38846825,6226
6018,31038044,2865
6019,59460853,10129
6020,18987,0
6021,14622779,314
6022,4196745,163
6023,2373324,1296
6024,20576056,647
6026,43614027,5117
6027,40819647,1492
6029,87556774,15547
6031,99548245,1287
6032,58984447,17675
6033,88936382,28762
6035,39708852,7513
6037,65768256,18565
6039,54333953,1942
6040,43949945,35306
6042,27027751,22942
6043,37326699,4986
6051,10602237,30519
6052,6604179,7858
6053,20831103,34863
6057,94463646,6707
6058,131383772,1787
6059,7586417,0
6060,31265752,2581
6061,330786,169
6062,22634325,17715
6063,76659560,3285
6065,24949077,882
6066,45866666,29219
6067,34846672,19709
6068,80533460,1612
6069,129705604,2535
6070,56199044,15104
6071,74744876,11645
6073,43790996,5651
6074,72677501,25705
6076,221722750,12659
6078,66191877,12413
6081,1787093,1381
6082,86169677,44654
6084,103265782,15067
6085,12367991,7276
6088,29142176,4936
6089,7007276,2813
6090,35084682,1232
6091,28774800,140
6092,22356020,4203
6093,43268546,3322
6095,76633889,29079
6096,24860683,12498
6098,146433098,12426
6103,1214033,1410
6105,6079380,19392
6106,10951801,39902
6107,16897276,18786
6108,21005202,24307
6109,31883298,26668
6110,8639056,12650
6111,34034916,30562
6112,7065436,22879
6114,10466921,27449
6117,25732555,17267
6118,25665833,26956
6119,5284985,15474
6120,9214593,12887
6160,140568,0
6226,18729103,20114
6231,41181064,4083
6232,39996592,3297
6234,79282417,8244
6235,50015880,2257
6237,55858842,5492
6238,96800018,12428
6239,58817022,11183
6241,71065128,6650
6242,67468035,1408
6243,903761,60
6247,88112010,2841
6248,54485280,5603
6249,140113256,7308
6250,43781464,4821
6254,50476265,1922
6255,58918134,4744
6256,19364911,2154
6259,107684894,4498
6260,51760025,9510
6262,2467318,586
6263,597883,345
6264,3749379,166
6266,2455634,495
6268,68064113,11481
6269,3311133,9844
6277,59550215,4140
6278,102559760,4454
6279,86230314,6041
6280,37637994,3162
6281,143591360,6930
6282,14849290,1096
6320,14325302,27617
6330,47409306,3282
6331,103468837,5137
6332,1190715,258
6333,60660513,6607
6334,50196968,2592
6335,28068897,6729
6336,1589389,84
6339,69677180,8302
6340,59092210,31242
6350,604362,67
6351,134706676,16301
6353,579882,162
6354,53412083,6141
6355,36411555,12985
6357,27389420,12552
6359,140572851,5313
6360,69800814,37541
6365,79810446,4720
6370,61077880,7429
6371,141816504,9952
6373,8767549,345
6374,66999121,8373
6375,20632209,3660
6376,259435,57
6377,43153488,2962
6378,55052205,5399
6379,31102848,9038
6380,2472526,2862
6382,46784724,11947
6384,98412852,2672
6385,64672309,15893
6387,277797,213
6389,328568,41
6390,10555961,236
6401,15556946,19237
6403,25033667,6033
6405,55025925,27860
6409,3503015,693
6410,84355611,29161
6412,41573139,3994
6413,41948300,13235
6414,751064,214
6415,140936818,16857
6416,30071926,14005
6417,34999963,4629
6418,13125510,12914
6419,91506556,6525
6420,75667050,4182
6422,61276641,7388
6423,99625558,5097
6424,104288107,12808
6426,14807363,3245
6437,122034645,22375
6438,31816532,2550
6441,67020488,5438
6442,8631794,2745
6443,93621175,18269
6444,1702317,370
6447,60479195,6404
6450,36345690,36493
6451,25324028,24419
6455,28103982,3148
6456,2253121,295
6457,106236270,47648
6460,32513600,38207
6461,24920446,14552
6467,173168,157
6468,67527745,19479
6469,26051306,3209
6470,96624966,16003
6471,23314690,7720
6472,42331844,6853
6473,56066604,24388
6475,38963979,10242
6477,44498729,13956
6478,84801350,12683
6479,19058824,10431
6480,60476846,9508
6481,4655719,1277
6482,52710180,11557
6483,37600488,16540
6484,79320157,39559
6488,100989927,19904
6489,72031677,32067
6492,102426702,45241
6498,40905418,6963
6510,622905,2737
6511,15355567,53600
6512,27248328,29861
6513,18730722,38978
6514,29001567,26265
6515,11810240,17141
6516,27833855,55564
6517,13173835,14853
6518,42445316,19848
6519,4325211,16428
6524,54724417,5563
6525,48722321,8990
6604,8110911,30313
6605,6068574,23397
6606,13703306,46236
6607,3028009,7843
6608,2675495,13671
6610,7919728,22735
6611,61965814,36091
6612,69483622,7453
6614,28473756,32929
6615,16772820,18453
6702,1655860,3654
6704,20658379,25139
6705,14644888,27122
6706,9614080,14324
6708,24571529,29418
6710,2554889,10715
6712,36814143,9376
6716,52928424,16680
6750,19273268,1446
6751,49150811,3577
6752,43234760,1735
6754,83823417,1699
6755,11675454,1133
6756,93379523,2853
6757,89081057,2258
6758,6814398,354
6759,130086165,5720
6762,45079835,7561
6763,38049169,2033
6770,43313788,31975
6776,144011110,26889
6777,41187079,1733
6778,18386793,1378
6779,8276728,8324
6782,19499383,2376
6783,66947807,2228
6784,60047482,3689
6785,34878327,686
6786,37201523,9867
6787,31623842,7975
6790,107672549,36482
6791,79921446,5666
6793,36639484,1140
6794,35185807,1065
6795,67869352,14144
6796,96213920,1009
6798,94276358,9984
6801,43733115,18581
6804,51233125,16466
6807,8132945,7150
6810,53579379,49482
6811,54906534,31400
6812,52944492,13881
6820,32777323,20732
6824,52148067,33900
6825,17422786,21123
6830,35062121,24027
6831,71259445,14792
6840,57484075,19738
6850,17353042,18078
6851,19762489,26703
6853,3101447,3646
6854,12646839,29100
6855,6160437,7892
6856,9568,3
6870,5918751,7316
6877,89603102,24677
6878,6202728,8043
6880,52109815,26647
6883,51278336,10179
6890,7495638,4306
6896,81363238,9110
6897,69435124,18071
6901,1204494,6828
6902,26362119,63406
6903,45312156,14499
6905,12864711,19649
6906,3131658,9088
6907,5372803,9016
7001,9794911,16305
7002,15113912,63031
7003,13695411,47312
7004,26640205,7440
7005,48732295,15269
7006,23950198,24812
7008,11525414,22844
7009,11013616,12411
7010,2493329,23594
7011,8613470,39710
7012,5430085,11703
7013,11276297,27051
7014,3572230,5184
7016,12508666,22625
7017,5815629,35945
7018,4382846,28322
7020,2421904,11513
7021,3644244,2091
7022,2182004,13835
7023,3475081,7318
7024,6603744,35353
7026,5637477,30555
7027,1720229,4226
7028,3351653,7618
7029,3381221,16026
7030,3272739,50005
7031,6632772,15392
7032,22726429,40684
7033,5587721,7914
7034,3239344,9360
7035,17395183,10607
7036,28106043,41970
7039,35748751,29358
7040,9025256,23876
7041,3414087,6868
7042,9778598,25599
7043,6729684,12138
7044,7193907,13584
7045,18261568,10127
7046,6814040,4194
7047,13296275,60773
7050,5684386,30074
7052,31223591,46182
7054,35543799,29305
7055,8134406,69816
7057,2546494,11335
7058,7590037,5372
7059,50678074,15311
7060,13132829,44998
7062,4797686,12949
7063,4716093,13538
7064,3570249,3723
7065,10093781,27346
7066,11140723,14756
7067,10347270,18036
7068,9165263,5819
7069,16402236,6157
7070,7266584,18061
7071,11805644,20554
7072,10357741,6127
7073,9605612,8913
7074,3249396,2708
7075,2841244,7626
7076,23305093,23480
7077,4014223,2766
7078,16756280,13250
7079,7403984,16316
7080,21495495,23377
7081,13394699,15808
7082,15643892,5384
7083,22399550,53053
7086,2092654,12554
7087,3336518,66515
7088,1100952,3606
7090,17414692,30338
7092,10421643,6730
7093,3116005,60884
7094,15078302,16264
7095,10681463,19844
7102,3041645,12579
7103,5511772,32698
7104,6563525,50478
7105,12014618,46983
7106,3679291,31298
7107,4289946,37650
7108,3550737,24386
7109,8665290,35897
7110,8768281,28351
7111,7584764,53942
7112,4720720,26417
7114,19288215,14748
7201,17211051,26263
7202,6007084,40849
7203,6866107,21085
7204,3190959,13297
7205,7118385,21398
7206,4134749,26636
7208,4554324,31219
7302,3810135,36352
7304,4856104,41233
7305,15035949,60104
7306,7048828,52669
7307,5801303,43812
7310,1592482,12838
7311,75303,522
7401,8006483,6494
7403,16453615,7603
7405,50988924,17701
7407,6857840,19403
7410,13310754,32457
7416,24283452,5781
7417,24284689,10580
7418,12130084,2249
7419,40500769,9160
7420,6449158,4942
7421,67433981,7439
7422,31762600,6616
7423,4493814,4078
7424,14746042,26222
7430,66496320,25890
7432,4028084,7128
7435,38702857,2405
7436,21896569,12754
7438,71064455,11559
7439,6289402,2456
7440,4013388,4494
7442,7545280,11097
7444,13465111,11046
7446,14293358,14484
7450,14919300,24985
7452,7028152,11601
7456,65269407,12211
7457,5217957,3559
7458,26378884,11360
7460,87003106,3457
7461,217966976,19563
7462,43655995,6885
7463,5343412,9615
7465,20386883,6244
7470,61587257,54717
7480,86535123,16122
7481,16974334,16716
7495,65971,0
7501,4781540,33543
7502,2356754,15406
7503,4012727,18723
7504,2143575,12882
7505,514084,2256
7506,8634566,18791
7508,13168657,22600
7512,10213322,10804
7513,1532154,11508
7514,2409689,18289
7522,2125291,20883
7524,1953307,12709
7601,10842269,43010
7603,1981232,8187
7604,3961754,11842
7605,3991701,8950
7606,1658573,2310
7607,3289353,9555
7608,3997358,67
7620,16603688,1849
7621,7248098,26761
7624,8195853,8373
7626,5325171,8537
7627,5352683,4881
7628,5125262,17433
7630,5699340,7379
7631,12716501,27119
7632,5420585,5309
7640,4744679,4664
7641,5036532,3382
7642,7623845,10207
7643,3822333,10626
7644,5907712,24136
7645,10332617,7832
7646,5889657,16341
7647,5854388,5152
7648,7074820,5730
7649,6277728,7978
7650,3203430,19601
7652,27117162,26342
7656,6727780,8669
7657,6608347,11032
7660,4463833,12729
7661,4785271,11340
7662,2695378,5530
7663,6963701,13659
7666,15556670,39776
7670,12147715,14573
7675,24893190,26339
7676,7512741,9075
7677,8819278,5730
7701,24018553,23813
7702,5614073,3809
7703,2244870,690
7704,4164495,6133
7711,2137061,1533
7712,30758006,39158
7716,12762343,8574
7717,1104171,1901
7718,5523257,6263
7719,33758230,21538
7720,1584909,4298
7721,2380649,2974
7722,95081135,10209
7723,4219425,1020
7724,32117060,21710
7726,83798869,42508
7727,56950928,7050
7728,125779570,56257
7730,12674361,17396
7731,86812238,38304
7732,10028061,5189
7733,46425227,16849
7734,4590911,13269
7735,13263490,19569
7737,6686724,4264
7738,13721357,6095
7739,6985397,5938
7740,14069913,31038
7746,33797367,18666
7747,32585573,30770
7748,34649600,28030
7750,2784894,3279
7751,41784726,19736
7753,47387500,37554
7755,7373964,6363
7756,963903,3342
7757,6441254,5356
7758,3940531,4967
7760,19625299,9283
7762,7261344,8403
7764,7402799,8097
7801,25380427,25386
7803,7616187,3651
7820,6222653,39
7821,112067383,9193
7822,17185413,887
7823,65483140,7571
7825,200878246,9555
7826,134971408,6180
7827,128182351,4244
7828,36785351,14150
7830,62092441,6503
7832,120937778,3903
7833,1151923,157
7834,31766082,17722
7836,41357794,12568
7838,64434144,3568
7840,90521733,29849
7842,3389600,130
7843,10441619,12241
7846,355296,89
7847,5564466,1670
7848,61403001,5026
7849,19172107,9054
7850,8346083,6436
7851,17283296,119
7852,7769633,3609
7853,87920144,13325
7856,9086123,3944
7857,2816213,3244
7860,260658128,26288
7863,61421735,4332
7865,35192330,2189
7866,57415649,22098
7869,51999740,25291
7870,601577,26
7871,98195349,21165
7874,32777404,8905
7876,14783855,10619
7878,707543,934
7880,569117,192
7881,62289466,16
7882,81701109,14492
7885,38943107,10078
7901,16392286,22806
7920,60221229,26747
7921,49423784,7621
7922,14319069,12246
7924,31316178,7534
7926,685287,120
7927,4993443,3403
7928,22371622,19144
7930,66243107,8559
7931,53454883,3296
